p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,label
0.9213811159133911,0.31517845392227173,-2.1401301353307645e-07,0.9059621691703796,0.2364397794008255,-0.003436134196817875,0.8617640733718872,0.17006909847259521,-0.012153999879956245,0.8083714246749878,0.15410572290420532,-0.019361376762390137,0.7675788998603821,0.1654779314994812,-0.027508962899446487,0.8516911268234253,0.13630607724189758,-0.03003719449043274,0.7738797068595886,0.1428755819797516,-0.04898259416222572,0.7274588346481323,0.1473107933998108,-0.06161365285515785,0.690660834312439,0.15474140644073486,-0.07086528092622757,0.8451264500617981,0.18567174673080444,-0.03907753527164459,0.7605899572372437,0.21343499422073364,-0.05698350444436073,0.783191442489624,0.22653728723526,-0.05652323737740517,0.8138867020606995,0.22425271570682526,-0.056229472160339355,0.8397444486618042,0.23917460441589355,-0.047652747482061386,0.7677846550941467,0.2620084285736084,-0.06361056864261627,0.7911359071731567,0.26981502771377563,-0.05364442244172096,0.8163285255432129,0.26206594705581665,-0.046553608030080795,0.8365415334701538,0.29339638352394104,-0.05643558129668236,0.7852794528007507,0.30365824699401855,-0.06726253032684326,0.8076419234275818,0.30763769149780273,-0.058421920984983444,0.8301481604576111,0.30229321122169495,-0.051295697689056396,G
0.9200025200843811,0.3156595826148987,-2.207953286870179e-07,0.9051279425621033,0.23965443670749664,-0.0023949595633894205,0.8615350127220154,0.17221148312091827,-0.011610014364123344,0.8075052499771118,0.15348827838897705,-0.019116997718811035,0.7676941752433777,0.16163867712020874,-0.027704864740371704,0.8535999655723572,0.14002203941345215,-0.035252250730991364,0.7735151052474976,0.14500771462917328,-0.0547293946146965,0.7265024185180664,0.148864284157753,-0.06668833643198013,0.689594566822052,0.15439529716968536,-0.07528752088546753,0.8468355536460876,0.1910923421382904,-0.04406384378671646,0.7620888352394104,0.2135348916053772,-0.06244021654129028,0.7827625274658203,0.22585277259349823,-0.060894791036844254,0.8125459551811218,0.2232961803674698,-0.05991777032613754,0.8404182195663452,0.24435009062290192,-0.05175870656967163,0.7669728994369507,0.2614794075489044,-0.06742435693740845,0.7888368964195251,0.2699181139469147,-0.055926889181137085,0.8146671652793884,0.26315638422966003,-0.04788771644234657,0.8354465961456299,0.2972482740879059,-0.059447403997182846,0.7821385860443115,0.3014967739582062,-0.06979411095380783,0.8026378750801086,0.30727988481521606,-0.060184236615896225,0.8250962495803833,0.303886353969574,-0.05259106308221817,G
0.919273316860199,0.32165205478668213,-2.521474300465343e-07,0.9066882133483887,0.24465006589889526,-0.003536627860739827,0.8632042407989502,0.17692458629608154,-0.012242147698998451,0.8073471784591675,0.1590886414051056,-0.018966931849718094,0.7667680978775024,0.1666458398103714,-0.026508813723921776,0.8538913726806641,0.13768243789672852,-0.03096756525337696,0.7767136693000793,0.14477947354316711,-0.050397712737321854,0.7295187711715698,0.14809556305408478,-0.0626637190580368,0.6918948292732239,0.15323320031166077,-0.07181403040885925,0.8473590612411499,0.1839023232460022,-0.03946893662214279,0.7621399164199829,0.2131882756948471,-0.0578104630112648,0.783159077167511,0.2281350940465927,-0.056632887572050095,0.8122037649154663,0.2252240926027298,-0.0558137446641922,0.8412034511566162,0.23549647629261017,-0.0475032739341259,0.7676028609275818,0.25983694195747375,-0.06395584344863892,0.7904148101806641,0.2709888815879822,-0.05281294882297516,0.815380871295929,0.2633194923400879,-0.04490143433213234,0.8370295763015747,0.28971076011657715,-0.055748455226421356,0.784188449382782,0.3016449809074402,-0.0672706738114357,0.8056731224060059,0.30910950899124146,-0.058645717799663544,0.827382504940033,0.3040475845336914,-0.05159350112080574,G
0.9220849275588989,0.32148367166519165,-2.2822405298938975e-07,0.9089903235435486,0.24122360348701477,-0.004567197989672422,0.8659546971321106,0.1754278540611267,-0.013705459423363209,0.8135515451431274,0.15605276823043823,-0.020756056532263756,0.7742989659309387,0.1630716323852539,-0.02832663804292679,0.8564339280128479,0.14247524738311768,-0.033312905579805374,0.7775488495826721,0.14607171714305878,-0.05456121638417244,0.7305662631988525,0.15042158961296082,-0.06900731474161148,0.6929848194122314,0.15861213207244873,-0.0791785791516304,0.8495401740074158,0.19238895177841187,-0.04180726036429405,0.7630622386932373,0.21722817420959473,-0.059977103024721146,0.7857043147087097,0.2289040982723236,-0.05952616408467293,0.8168087601661682,0.2259756624698639,-0.05971917882561684,0.8433825969696045,0.245845228433609,-0.050054021179676056,0.7691210508346558,0.264794260263443,-0.06573813408613205,0.7927055358886719,0.2721247971057892,-0.05544395372271538,0.8185399174690247,0.26400837302207947,-0.04851303994655609,0.8400275111198425,0.2993180751800537,-0.05874096602201462,0.7869207859039307,0.30788105726242065,-0.06927981972694397,0.809389591217041,0.3112904727458954,-0.060407605022192,0.8321583271026611,0.30588334798812866,-0.05349839851260185,G
0.9235108494758606,0.3211468458175659,-2.2759417106499313e-07,0.9091596603393555,0.24241816997528076,-0.0021175274159759283,0.8673051595687866,0.17449818551540375,-0.01008526235818863,0.8157250285148621,0.15499930083751678,-0.01682342030107975,0.7766506671905518,0.1645016074180603,-0.024497484788298607,0.8558143377304077,0.14234966039657593,-0.028825879096984863,0.7774621248245239,0.14744451642036438,-0.04824071377515793,0.7306622266769409,0.15171021223068237,-0.060957714915275574,0.6937375068664551,0.15913021564483643,-0.069900281727314,0.8492347598075867,0.1888749599456787,-0.037836261093616486,0.7654144167900085,0.21638914942741394,-0.055776312947273254,0.7865694761276245,0.23027749359607697,-0.055133868008852005,0.8164759278297424,0.22780334949493408,-0.05453117564320564,0.8425647616386414,0.2404422014951706,-0.04636341705918312,0.7701049447059631,0.26411688327789307,-0.06157902628183365,0.7921900153160095,0.27392369508743286,-0.05113431066274643,0.81731778383255,0.26613590121269226,-0.04380848631262779,0.8376021981239319,0.2937496304512024,-0.05509784817695618,0.7867168188095093,0.30762726068496704,-0.0649000033736229,0.8084555864334106,0.31311166286468506,-0.05599518492817879,0.8308611512184143,0.3073098659515381,-0.048906709998846054,G
0.9214305877685547,0.3244728446006775,-2.103934235719862e-07,0.9071541428565979,0.24534271657466888,-0.004386399872601032,0.8646301627159119,0.17683102190494537,-0.013799485750496387,0.8123405575752258,0.1589352935552597,-0.021082678809762,0.772308349609375,0.17077317833900452,-0.029287802055478096,0.8546659350395203,0.1447451412677765,-0.03451451286673546,0.7770214080810547,0.1498691439628601,-0.054342299699783325,0.7311732769012451,0.1534809023141861,-0.06774505227804184,0.6944401264190674,0.16015523672103882,-0.07739266753196716,0.8489662408828735,0.1959325522184372,-0.04263795539736748,0.7659156322479248,0.21824002265930176,-0.06094181537628174,0.7881514430046082,0.22998321056365967,-0.060687754303216934,0.8181560039520264,0.22835102677345276,-0.06075946241617203,0.8431200385093689,0.249590203166008,-0.050040554255247116,0.769849419593811,0.26623669266700745,-0.06585773080587387,0.7932226061820984,0.273692786693573,-0.05549605190753937,0.8191084265708923,0.2676194906234741,-0.04833066090941429,0.8389761447906494,0.30277422070503235,-0.057640962302684784,0.7856600880622864,0.30843019485473633,-0.06789465248584747,0.8079385161399841,0.31256040930747986,-0.058430492877960205,0.8309689164161682,0.3087840676307678,-0.05109982565045357,G
0.925108015537262,0.32841458916664124,-2.508782586119196e-07,0.9135237336158752,0.25318941473960876,-0.0015839054249227047,0.8728877305984497,0.18512287735939026,-0.009453942999243736,0.823569118976593,0.16294413805007935,-0.015784552320837975,0.7856222987174988,0.16886135935783386,-0.022882740944623947,0.858881413936615,0.1459311544895172,-0.031830985099077225,0.7797644138336182,0.15130281448364258,-0.05159526318311691,0.732833206653595,0.1551024317741394,-0.06458122283220291,0.6963951587677002,0.16179445385932922,-0.07362376898527145,0.8512195348739624,0.1939600110054016,-0.040602147579193115,0.7671772241592407,0.21907252073287964,-0.05810186266899109,0.7885925769805908,0.2326834499835968,-0.056879736483097076,0.8187917470932007,0.23105694353580475,-0.05601198226213455,0.8440772294998169,0.2461281567811966,-0.04854405298829079,0.7714893817901611,0.2667092978954315,-0.06337754428386688,0.7939159870147705,0.2767316997051239,-0.052996546030044556,0.8198813796043396,0.26985639333724976,-0.04579677805304527,0.8393883109092712,0.2990151047706604,-0.05650828778743744,0.7888010740280151,0.3082602322101593,-0.06627750396728516,0.8103589415550232,0.3147529661655426,-0.05733397603034973,0.8328446745872498,0.3104444146156311,-0.05012555792927742,G
0.9248655438423157,0.32635796070098877,-2.3343045540968888e-07,0.9105005264282227,0.24835556745529175,-0.00033743688254617155,0.8675122857093811,0.1821916252374649,-0.008336363360285759,0.8140751123428345,0.1654910147190094,-0.015466617420315742,0.7749059796333313,0.17619167268276215,-0.023852873593568802,0.858649492263794,0.14734125137329102,-0.029237013310194016,0.780690610408783,0.1514160931110382,-0.04710276424884796,0.7344019412994385,0.15535303950309753,-0.058902986347675323,0.6974705457687378,0.16222485899925232,-0.06764829158782959,0.8518632650375366,0.19613727927207947,-0.0388546884059906,0.7662484645843506,0.22145752608776093,-0.055555492639541626,0.7879093289375305,0.2350110560655594,-0.05410492420196533,0.8178558349609375,0.23320993781089783,-0.05335357412695885,0.8455355167388916,0.2481241077184677,-0.047452446073293686,0.7724713683128357,0.26846063137054443,-0.0613359771668911,0.7949119806289673,0.27756068110466003,-0.0501396581530571,0.8201876878738403,0.2717247009277344,-0.04270024970173836,0.8408129811286926,0.3011336922645569,-0.056103531271219254,0.7902566194534302,0.3093162477016449,-0.06530426442623138,0.8114910125732422,0.3149304687976837,-0.05604447424411774,0.8333890438079834,0.3111724257469177,-0.04891015589237213,G
0.9242807030677795,0.33012399077415466,-2.6063372615681146e-07,0.9100398421287537,0.25559350848197937,-0.0016338021960109472,0.8664304614067078,0.18989770114421844,-0.009477414190769196,0.8125201463699341,0.17065124213695526,-0.015972895547747612,0.7724472880363464,0.17512071132659912,-0.02332512103021145,0.8610197305679321,0.14681299030780792,-0.02924373559653759,0.7831762433052063,0.15094640851020813,-0.04810953512787819,0.7364525198936462,0.154563307762146,-0.060297317802906036,0.6997142434120178,0.1604492962360382,-0.06929954141378403,0.8535248041152954,0.19285105168819427,-0.03830239549279213,0.7691584825515747,0.22012610733509064,-0.05669571831822395,0.7892520427703857,0.23658259212970734,-0.05615580081939697,0.8181716799736023,0.23537500202655792,-0.05571740120649338,0.8462701439857483,0.24417844414710999,-0.04663556441664696,0.7741674780845642,0.2688201069831848,-0.062144070863723755,0.7955949306488037,0.2808744013309479,-0.05137292295694351,0.8202791213989258,0.2740269601345062,-0.04391077160835266,0.8406829237937927,0.2975456714630127,-0.05508864298462868,0.7900900840759277,0.3114522695541382,-0.06582310050725937,0.8107959032058716,0.31930258870124817,-0.05755378305912018,0.8323513269424438,0.31350675225257874,-0.05086478963494301,G
0.9259818196296692,0.3299276828765869,-2.4491671979376406e-07,0.913726270198822,0.2509346604347229,-0.0021333424374461174,0.8747596144676208,0.1821654736995697,-0.010371181182563305,0.8259989619255066,0.16052892804145813,-0.017145736142992973,0.7873470187187195,0.16999757289886475,-0.024856407195329666,0.8608031272888184,0.14793556928634644,-0.030863776803016663,0.7832059860229492,0.1529506891965866,-0.050307486206293106,0.7367285490036011,0.15658585727214813,-0.06378506869077682,0.6994096040725708,0.1634880006313324,-0.07367505133152008,0.8546707630157471,0.19562244415283203,-0.04019717499613762,0.7677792906761169,0.22307470440864563,-0.056716665625572205,0.7901143431663513,0.23588299751281738,-0.05580868571996689,0.8204696774482727,0.23357050120830536,-0.05597739666700363,0.8490881323814392,0.24860844016075134,-0.04896000772714615,0.7729247212409973,0.2707068622112274,-0.06362931430339813,0.7967541217803955,0.2786511778831482,-0.05362803116440773,0.8229140043258667,0.2706678509712219,-0.047204215079545975,0.8458224534988403,0.30321869254112244,-0.057874515652656555,0.7908350229263306,0.31396734714508057,-0.06826985627412796,0.8128072023391724,0.31817373633384705,-0.05968928709626198,0.8358201384544373,0.31310683488845825,-0.05304824188351631,G
0.9267387986183167,0.33035990595817566,-2.145234532235918e-07,0.9126438498497009,0.2517557442188263,-0.0017434960464015603,0.8712136149406433,0.18489648401737213,-0.011333119124174118,0.8191002011299133,0.16889223456382751,-0.019966425374150276,0.7798028588294983,0.17971497774124146,-0.029674630612134933,0.861537754535675,0.14957121014595032,-0.030461754649877548,0.7833540439605713,0.15293049812316895,-0.05044225603342056,0.7364495396614075,0.15582755208015442,-0.06387654691934586,0.6993774771690369,0.16329050064086914,-0.07350680232048035,0.8547351360321045,0.19826214015483856,-0.04063612222671509,0.7691154479980469,0.22169749438762665,-0.058684930205345154,0.7911227941513062,0.2345883548259735,-0.05844835564494133,0.8212539553642273,0.2333006113767624,-0.058524250984191895,0.8489384055137634,0.2515663504600525,-0.05007239431142807,0.7742977738380432,0.2702561914920807,-0.06527326256036758,0.7975131273269653,0.27870237827301025,-0.05443434417247772,0.8234738707542419,0.27286428213119507,-0.04707597568631172,0.8450195789337158,0.30643951892852783,-0.05965225026011467,0.7914280891418457,0.3140302896499634,-0.0698164701461792,0.8130982518196106,0.3186556398868561,-0.06045796349644661,0.8355860710144043,0.3145192265510559,-0.053133342415094376,G
